filename,label
images/apple/000608.jpg,apple
images/apple/000634.jpg,apple
images/apple/000620.jpg,apple
images/apple/000378.jpg,apple
images/apple/000350.jpg,apple
images/apple/000436.jpg,apple
images/apple/000422.jpg,apple
images/apple/000344.jpg,apple
images/apple/000393.jpg,apple
images/apple/000387.jpg,apple
images/apple/000542.jpg,apple
images/apple/000556.jpg,apple
images/apple/000581.jpg,apple
images/apple/000595.jpg,apple
images/apple/000740.jpg,apple
images/apple/000754.jpg,apple
images/apple/000755.jpg,apple
images/apple/000741.jpg,apple
images/apple/000594.jpg,apple
images/apple/000580.jpg,apple
images/apple/000557.jpg,apple
images/apple/000543.jpg,apple
images/apple/000386.jpg,apple
images/apple/000392.jpg,apple
images/apple/000423.jpg,apple
images/apple/000345.jpg,apple
images/apple/000351.jpg,apple
images/apple/000437.jpg,apple
images/apple/000379.jpg,apple
images/apple/000621.jpg,apple
images/apple/000635.jpg,apple
images/apple/000609.jpg,apple
images/apple/000623.jpg,apple
images/apple/000637.jpg,apple
images/apple/000409.jpg,apple
images/apple/000347.jpg,apple
images/apple/000421.jpg,apple
images/apple/000435.jpg,apple
images/apple/000353.jpg,apple
images/apple/000384.jpg,apple
images/apple/000390.jpg,apple
images/apple/000569.jpg,apple
images/apple/000555.jpg,apple
images/apple/000541.jpg,apple
images/apple/000596.jpg,apple
images/apple/000582.jpg,apple
images/apple/000757.jpg,apple
images/apple/000743.jpg,apple
images/apple/000742.jpg,apple
images/apple/000756.jpg,apple
images/apple/000583.jpg,apple
images/apple/000597.jpg,apple
images/apple/000540.jpg,apple
images/apple/000554.jpg,apple
images/apple/000568.jpg,apple
images/apple/000391.jpg,apple
images/apple/000385.jpg,apple
images/apple/000434.jpg,apple
images/apple/000352.jpg,apple
images/apple/000346.jpg,apple
images/apple/000420.jpg,apple
images/apple/000408.jpg,apple
images/apple/000636.jpg,apple
images/apple/000622.jpg,apple
images/apple/000626.jpg,apple
images/apple/000632.jpg,apple
images/apple/000424.jpg,apple
images/apple/000342.jpg,apple
images/apple/000356.jpg,apple
images/apple/000430.jpg,apple
images/apple/000418.jpg,apple
images/apple/000381.jpg,apple
images/apple/000395.jpg,apple
images/apple/000550.jpg,apple
images/apple/000544.jpg,apple
images/apple/000578.jpg,apple
images/apple/000593.jpg,apple
images/apple/000587.jpg,apple
images/apple/000752.jpg,apple
images/apple/000746.jpg,apple
images/apple/000747.jpg,apple
images/apple/000753.jpg,apple
images/apple/000586.jpg,apple
images/apple/000592.jpg,apple
images/apple/000579.jpg,apple
images/apple/000545.jpg,apple
images/apple/000551.jpg,apple
images/apple/000394.jpg,apple
images/apple/000380.jpg,apple
images/apple/000419.jpg,apple
images/apple/000357.jpg,apple
images/apple/000431.jpg,apple
images/apple/000425.jpg,apple
images/apple/000343.jpg,apple
images/apple/000633.jpg,apple
images/apple/000627.jpg,apple
images/apple/000631.jpg,apple
images/apple/000625.jpg,apple
images/apple/000619.jpg,apple
images/apple/000433.jpg,apple
images/apple/000355.jpg,apple
images/apple/000341.jpg,apple
images/apple/000427.jpg,apple
images/apple/000369.jpg,apple
images/apple/000396.jpg,apple
images/apple/000382.jpg,apple
images/apple/000547.jpg,apple
images/apple/000553.jpg,apple
images/apple/000584.jpg,apple
images/apple/000590.jpg,apple
images/apple/000745.jpg,apple
images/apple/000751.jpg,apple
images/apple/000750.jpg,apple
images/apple/000744.jpg,apple
images/apple/000591.jpg,apple
images/apple/000585.jpg,apple
images/apple/000552.jpg,apple
images/apple/000546.jpg,apple
images/apple/000383.jpg,apple
images/apple/000397.jpg,apple
images/apple/000368.jpg,apple
images/apple/000340.jpg,apple
images/apple/000426.jpg,apple
images/apple/000432.jpg,apple
images/apple/000354.jpg,apple
images/apple/000618.jpg,apple
images/apple/000624.jpg,apple
images/apple/000630.jpg,apple
images/apple/000657.jpg,apple
images/apple/000643.jpg,apple
images/apple/000694.jpg,apple
images/apple/000680.jpg,apple
images/apple/000469.jpg,apple
images/apple/000455.jpg,apple
images/apple/000333.jpg,apple
images/apple/000327.jpg,apple
images/apple/000441.jpg,apple
images/apple/000496.jpg,apple
images/apple/000482.jpg,apple
images/apple/000509.jpg,apple
images/apple/000521.jpg,apple
images/apple/000535.jpg,apple
images/apple/000723.jpg,apple
images/apple/000737.jpg,apple
images/apple/000736.jpg,apple
images/apple/000722.jpg,apple
images/apple/000534.jpg,apple
images/apple/000520.jpg,apple
images/apple/000508.jpg,apple
images/apple/000483.jpg,apple
images/apple/000497.jpg,apple
images/apple/000326.jpg,apple
images/apple/000440.jpg,apple
images/apple/000454.jpg,apple
images/apple/000332.jpg,apple
images/apple/000468.jpg,apple
images/apple/000681.jpg,apple
images/apple/000695.jpg,apple
images/apple/000642.jpg,apple
images/apple/000656.jpg,apple
images/apple/000668.jpg,apple
images/apple/000640.jpg,apple
images/apple/000654.jpg,apple
images/apple/000683.jpg,apple
images/apple/000697.jpg,apple
images/apple/000442.jpg,apple
images/apple/000330.jpg,apple
images/apple/000456.jpg,apple
images/apple/000481.jpg,apple
images/apple/000495.jpg,apple
images/apple/000536.jpg,apple
images/apple/000522.jpg,apple
images/apple/000708.jpg,apple
images/apple/000734.jpg,apple
images/apple/000720.jpg,apple
images/apple/000721.jpg,apple
images/apple/000735.jpg,apple
images/apple/000709.jpg,apple
images/apple/000523.jpg,apple
images/apple/000537.jpg,apple
